interaction_id,user_type,mouse_speed_mean,mouse_speed_stddev,click_frequency,click_interval_mean,click_interval_stddev,scroll_speed_mean,scroll_speed_stddev,typing_speed_mean,typing_speed_stddev,session_duration,activity_gap_mean,activity_gap_stddev
190,0,1.7287206565919033,1.0,10,0.3687847381567789,0.2,1.2204060739916223,0.5,0.5204290572018622,0.1,300,1.4387947942205312,0.3
191,0,2.860169111883393,1.0,10,0.45920868619077776,0.2,1.2270223254120212,0.5,0.5436722820162063,0.1,300,0.9257032103896529,0.3
192,0,0.9868818754890847,1.0,10,0.5215604867367122,0.2,1.3908657616269597,0.5,0.6253313307395523,0.1,300,1.0413801950130477,0.3
193,1,1.4332931554720367,0.1,15,0.14380922686833425,0.05,0.8115926189024691,0.1,0.9973656903026524,0.01,300,0.10175449398173739,0.01
194,0,1.9055964524355768,1.0,10,0.6578517307993028,0.2,1.3289682225044035,0.5,0.5989706366090729,0.1,300,0.47987459994027853,0.3
195,1,1.3760695177943758,0.1,15,0.23673862081323765,0.05,1.0436976364088273,0.1,0.9953931672085624,0.01,300,0.11071690109870416,0.01
196,1,1.4910687435597252,0.1,15,0.23789007116489955,0.05,1.2137439874136384,0.1,1.011510182016591,0.01,300,0.12210105974066282,0.01
197,0,3.631393609202269,1.0,10,0.5762941623196883,0.2,1.6838486235472494,0.5,0.5827225523598517,0.1,300,1.193784756931014,0.3
198,1,1.6059525083343271,0.1,15,0.23526102955942219,0.05,0.9891964376161339,0.1,1.0146357865437192,0.01,300,0.10231800434155475,0.01
199,1,1.5967894802390685,0.1,15,0.20223967922040714,0.05,0.9437084862166949,0.1,1.0149185319240293,0.01,300,0.10574098571922469,0.01
200,0,1.75606673802838,1.0,10,0.3189805256131478,0.2,1.7427245589442093,0.5,0.45318063962256944,0.1,300,0.4754479559264427,0.3
201,0,2.7374531236837356,1.0,10,0.5858163283320001,0.2,1.7969755033056547,0.5,0.5890580802087735,0.1,300,0.9993881555988224,0.3
202,0,0.35835072425388814,1.0,10,0.08847598243869798,0.2,1.1376544172079888,0.5,0.4394912554751352,0.1,300,0.39760050808614344,0.3
203,1,1.4987048437146329,0.1,15,0.282667066512327,0.05,1.0103733844868799,0.1,0.9819902525342925,0.01,300,0.11078534914098138,0.01
204,1,1.3371678651637882,0.1,15,0.23597085801058515,0.05,0.9583707958489228,0.1,1.0058247812781385,0.01,300,0.12016891449630279,0.01
205,0,0.7656925499165788,1.0,10,0.3884095167484914,0.2,1.2446325269683614,0.5,0.5062306240389924,0.1,300,0.5769191478155216,0.3
206,1,1.4413940326157038,0.1,15,0.14503473438961667,0.05,1.218695154017155,0.1,1.0075162376101687,0.01,300,0.12314244383413632,0.01
207,0,3.263844012221317,1.0,10,0.3936183954043338,0.2,0.8498148113907228,0.5,0.2981379539350204,0.1,300,1.077609733860243,0.3
208,1,1.441430414054334,0.1,15,0.16251505958513,0.05,0.8325694605860245,0.1,0.9929735626538259,0.01,300,0.10123673329336386,0.01
209,0,2.222585855354771,1.0,10,0.5419740932624544,0.2,0.4407424359789627,0.5,0.6345684564613999,0.1,300,0.321971123273455,0.3
210,0,1.4535681034770471,1.0,10,0.21909283642980343,0.2,0.7768931183642785,0.5,0.4379776304560441,0.1,300,0.5583542386311368,0.3
211,1,1.442193736966299,0.1,15,0.26315668606324005,0.05,1.024010306402101,0.1,0.9828037054736123,0.01,300,0.09492646306306364,0.01
212,1,1.6050765127673357,0.1,15,0.1833030371406534,0.05,1.1161490907874976,0.1,0.9862600813261005,0.01,300,0.08679524892929656,0.01
213,1,1.5513978732381148,0.1,15,0.14347615254987275,0.05,1.0302136722507726,0.1,1.0060206013255704,0.01,300,0.1024714732583611,0.01
214,0,3.3254758330678733,1.0,10,0.4446205576691994,0.2,1.333561969528079,0.5,0.4779508967815233,0.1,300,0.4547219474017989,0.3
215,0,2.446159565257771,1.0,10,0.3530754436207088,0.2,1.7998541559590207,0.5,0.3662171171100629,0.1,300,0.0652641770786494,0.3
216,0,0.9528808590426125,1.0,10,0.5881955752498266,0.2,1.064191497388109,0.5,0.5291817795299847,0.1,300,0.8156696561872883,0.3
217,1,1.5472021945292016,0.1,15,0.11924771879558846,0.05,1.0702837686748419,0.1,1.0035145926776443,0.01,300,0.09878889116991084,0.01
218,1,1.3933346976562162,0.1,15,0.22063183965801741,0.05,0.8869464392321025,0.1,0.999251475639971,0.01,300,0.09990941060901544,0.01
219,0,2.525303649057827,1.0,10,0.38642103806489864,0.2,1.751292742986991,0.5,0.3643887461804274,0.1,300,0.7146069053071751,0.3
220,1,1.463042283354018,0.1,15,0.16072703243872435,0.05,1.0684481518486033,0.1,0.9928528534765512,0.01,300,0.07657428785161016,0.01
221,1,1.5124399721313495,0.1,15,0.20523995815438176,0.05,0.8116943525864567,0.1,1.0061282869393369,0.01,300,0.10302968625844569,0.01
222,1,1.632389226101308,0.1,15,0.12816346118493002,0.05,1.0479091633692834,0.1,0.9941520890451581,0.01,300,0.11903166447023747,0.01
223,1,1.4848947886366655,0.1,15,0.19129453381179434,0.05,1.0568358976284946,0.1,0.9858540578951173,0.01,300,0.10853744918083887,0.01
224,1,1.4214889710104788,0.1,15,0.2103608514448901,0.05,0.8983508574659513,0.1,0.9963936641859313,0.01,300,0.09977350711982347,0.01
225,0,1.0274600320003233,1.0,10,0.4887882474562837,0.2,0.7889440618705255,0.5,0.4250074434670233,0.1,300,0.6983641421840185,0.3
226,0,1.0602338765840438,1.0,10,0.4796840225695715,0.2,0.6889788471514509,0.5,0.5702099559319851,0.1,300,0.5308176509277958,0.3
227,1,1.4389886380257224,0.1,15,0.21372316238024736,0.05,0.9540727655124159,0.1,0.9935985489958159,0.01,300,0.08635238968301479,0.01
228,1,1.4007763794309136,0.1,15,0.23125940101722747,0.05,0.9479840250776256,0.1,1.0125731903312927,0.01,300,0.1033048322757124,0.01
229,0,1.1267723082797931,1.0,10,0.5764388982893247,0.2,1.2610487678427023,0.5,0.35064210967663867,0.1,300,0.851653300726607,0.3
230,0,0.8486272939048347,1.0,10,0.6358960738677109,0.2,0.2931473994231275,0.5,0.3931139841230693,0.1,300,0.8756865596025849,0.3
231,1,1.3388158194763862,0.1,15,0.26241748222797523,0.05,1.0684413565127742,0.1,1.005719613977063,0.01,300,0.08913686648819645,0.01
232,0,2.6746287177015473,1.0,10,0.395754360727087,0.2,1.2508322886675083,0.5,0.46110566047481516,0.1,300,0.8982782485361565,0.3
233,1,1.5062686145038844,0.1,15,0.12783501478759024,0.05,0.9171015840367195,0.1,0.9881372296346549,0.01,300,0.1233799633451617,0.01
234,1,1.3830761327098704,0.1,15,0.25678288087890544,0.05,1.1516031107436784,0.1,1.003942835062408,0.01,300,0.10162056732675094,0.01
235,1,1.4810655521934513,0.1,15,0.2109684275770711,0.05,1.0311574455972878,0.1,0.9994127498685768,0.01,300,0.09348385025807648,0.01
236,0,1.8163194238596525,1.0,10,0.011443923657601551,0.2,1.5301149706289752,0.5,0.5818446767986718,0.1,300,0.5661633670055248,0.3
237,1,1.603635739095567,0.1,15,0.18872579295212527,0.05,0.989135805280355,0.1,0.9953164931555428,0.01,300,0.11141339073463588,0.01
238,0,1.9386273723075678,1.0,10,0.4906834343399384,0.2,1.9118565234567775,0.5,0.4792469662412281,0.1,300,0.6504797879521484,0.3
239,0,2.415945204291582,1.0,10,0.33365994746613314,0.2,1.2003757379150528,0.5,0.5129337971042471,0.1,300,0.3801941042934099,0.3
240,1,1.410579159261883,0.1,15,0.13701099183108045,0.05,0.8346442440096266,0.1,0.9908680310456971,0.01,300,0.10322011261455687,0.01
241,1,1.4794252006831512,0.1,15,0.13300077954721784,0.05,1.0085441103905874,0.1,0.9858502934369697,0.01,300,0.09341319697658375,0.01
242,0,0.8445567081077303,1.0,10,0.7522449960864721,0.2,0.5227651801491208,0.5,0.39284501619374623,0.1,300,0.9859908801601724,0.3
243,1,1.5514911936413187,0.1,15,0.25515354618983743,0.05,0.9811214964442916,0.1,1.003954734670401,0.01,300,0.09048818078964568,0.01
244,1,1.4247769211684167,0.1,15,0.11460001182823244,0.05,1.0316801316971944,0.1,1.0110746262831303,0.01,300,0.10658040182391454,0.01
245,0,1.4855987686568422,1.0,10,0.6006815361416693,0.2,0.32868052233528466,0.5,0.3841805952286432,0.1,300,1.5638295974235241,0.3
246,0,1.8066938188761255,1.0,10,0.4441328525927348,0.2,1.1650685984372142,0.5,0.5801459877426406,0.1,300,1.2300179772877722,0.3
247,0,1.5581164327868056,1.0,10,0.47659892992053965,0.2,1.1287795742552778,0.5,0.4751364819943873,0.1,300,0.9140205774400028,0.3
248,1,1.4569659147169067,0.1,15,0.2753596663432725,0.05,0.9529285775222236,0.1,1.0126503011254488,0.01,300,0.07640829432268567,0.01
249,0,2.1776994132979355,1.0,10,0.1697429001687587,0.2,1.2902546772382404,0.5,0.6172335656197324,0.1,300,1.3223787276373975,0.3
250,0,2.36370985687023,1.0,10,1.039105600209979,0.2,1.7659815167275132,0.5,0.3569501585094048,0.1,300,1.155424202192832,0.3
251,0,4.480387207800184,1.0,10,0.1836419836649839,0.2,1.09253427762417,0.5,0.6127795805884122,0.1,300,0.11389122353055292,0.3
252,0,2.971887604312435,1.0,10,0.2399022158649045,0.2,2.126276690533163,0.5,0.4969300024355431,0.1,300,0.6769155098343551,0.3
253,1,1.4195164983699913,0.1,15,0.28917125269162064,0.05,1.1126889224246468,0.1,1.0011778500856028,0.01,300,0.0936945512208493,0.01
254,1,1.5273457107342407,0.1,15,0.22660816831522362,0.05,0.949032470268228,0.1,1.0083523587399716,0.01,300,0.09408229804680311,0.01
255,0,2.3948656971659177,1.0,10,0.06897260659556703,0.2,2.7132446007184283,0.5,0.4387682988219982,0.1,300,0.8092508969645541,0.3
256,0,1.6426079674500034,1.0,10,0.3582471160588899,0.2,1.4924298775391396,0.5,0.6164090052452212,0.1,300,0.3284828728902697,0.3
257,1,1.5888400091026518,0.1,15,0.15411339009326802,0.05,0.9162713039842281,0.1,1.0057944285149762,0.01,300,0.11346009287351488,0.01
258,0,2.2431109262552433,1.0,10,0.5502651596240968,0.2,1.4471358125872624,0.5,0.477333135627915,0.1,300,0.1881430896100773,0.3
259,0,4.0281001108577446,1.0,10,0.23481039827570332,0.2,1.1100233469886285,0.5,0.5731238540059238,0.1,300,0.18593642144125266,0.3
260,0,1.1403291089739724,1.0,10,0.22474781502102797,0.2,1.7205821064658304,0.5,0.6346911030387415,0.1,300,0.4968964543419033,0.3
261,1,1.5375486439297843,0.1,15,0.26735756230633123,0.05,0.9421827286646017,0.1,1.0084429421606627,0.01,300,0.10934071237037704,0.01
262,0,1.2072660008625609,1.0,10,0.3994193929500005,0.2,1.464675528349334,0.5,0.4902479713998019,0.1,300,1.1426854252017413,0.3
263,0,2.450333711421381,1.0,10,0.39220533164346427,0.2,1.9030906556517175,0.5,0.39150063484443104,0.1,300,0.7326140343845076,0.3
264,1,1.3934656663169658,0.1,15,0.23383140297613883,0.05,1.0337304860981857,0.1,1.0001256085821133,0.01,300,0.08920633235538875,0.01
265,1,1.5354376970843124,0.1,15,0.1824224466417545,0.05,1.1254917656644379,0.1,0.9985710985889876,0.01,300,0.09872560819330287,0.01
266,1,1.23330795382908,0.1,15,0.2814221043280103,0.05,1.048913795245478,0.1,0.9978916425163231,0.01,300,0.10000821610917543,0.01
267,0,2.554439806074127,1.0,10,0.7042892008645899,0.2,1.6744420998890546,0.5,0.3473735139363878,0.1,300,1.2549442797297816,0.3
268,1,1.2949403528959353,0.1,15,0.18562301958562907,0.05,0.9901879639544626,0.1,0.990195897323141,0.01,300,0.07830566103423477,0.01
269,0,2.2011033327629383,1.0,10,0.41322331011503655,0.2,0.8688093380200617,0.5,0.5894295242742752,0.1,300,0.7005407204932863,0.3
270,0,1.4362033998633916,1.0,10,0.5659026026954079,0.2,1.3562073179469911,0.5,0.7059531181419841,0.1,300,1.3953419810754366,0.3
271,0,2.5455130128196286,1.0,10,0.4517016019920165,0.2,1.0744500619441935,0.5,0.3617944725691943,0.1,300,0.7061201581645428,0.3
272,1,1.4076395460706226,0.1,15,0.1543580987274065,0.05,0.9975818534354143,0.1,0.9963834708682215,0.01,300,0.09191213471929296,0.01
273,0,2.3087127257335096,1.0,10,0.43973462336742913,0.2,2.3157060549815744,0.5,0.676504624992407,0.1,300,1.3230146012183477,0.3
274,0,0.17894966754461294,1.0,10,0.7178057495953142,0.2,0.9250526010554974,0.5,0.5130563020862057,0.1,300,0.8906400378034119,0.3
275,1,1.3891578070013206,0.1,15,0.15058918874409036,0.05,0.9580774392698371,0.1,1.0010226634958594,0.01,300,0.08582419837615318,0.01
276,1,1.469632660768938,0.1,15,0.1604372197456146,0.05,0.8990988216294564,0.1,1.0003573721620371,0.01,300,0.08543026657983463,0.01
277,0,2.5442018090239413,1.0,10,0.3409837021237332,0.2,2.1772492552415805,0.5,0.470404038482091,0.1,300,0.3900694408914066,0.3
278,0,2.042776313971858,1.0,10,0.11812170573166703,0.2,0.8998405323409238,0.5,0.4694204030366479,0.1,300,0.4195206510988702,0.3
279,1,1.5403052119843472,0.1,15,0.17504948560878245,0.05,0.9159546157116993,0.1,1.0130124191610328,0.01,300,0.09504281156405221,0.01
280,1,1.5535908028163166,0.1,15,0.18336094108570372,0.05,0.9687765849310189,0.1,1.0010772894915074,0.01,300,0.0918104822379505,0.01
281,0,2.441993584264064,1.0,10,0.7792755457705067,0.2,1.706546051111978,0.5,0.42649675691632705,0.1,300,0.9354528880330639,0.3
282,0,2.037725598250338,1.0,10,0.604023281103549,0.2,1.7770620790002523,0.5,0.4457467678461261,0.1,300,0.8940223524874218,0.3
283,1,1.564919513835278,0.1,15,0.1290167628156711,0.05,1.0015972573172198,0.1,1.0096392179411702,0.01,300,0.11439327778151505,0.01
284,1,1.466111291274297,0.1,15,0.22472075548990453,0.05,1.0096713753979696,0.1,0.98926356898627,0.01,300,0.08794013115745669,0.01
285,1,1.6661613028754463,0.1,15,0.19308732984272667,0.05,0.9350883765401833,0.1,0.9967354816161029,0.01,300,0.08697966777365405,0.01
286,0,1.8261778126217034,1.0,10,0.13871070185694312,0.2,1.6093926745689622,0.5,0.2807659522782078,0.1,300,0.47408837896837314,0.3
287,0,-0.04675873995239943,1.0,10,0.5770791139291702,0.2,1.5805961975692566,0.5,0.5090594604396559,0.1,300,0.9919904439874022,0.3
288,1,1.5721120903841275,0.1,15,0.07611960019984476,0.05,1.035586806532733,0.1,0.978272715278466,0.01,300,0.09215227180601518,0.01
289,1,1.569051419202596,0.1,15,0.24989481121726517,0.05,1.0008167487065531,0.1,1.001107392169008,0.01,300,0.11167879975942449,0.01
290,0,1.5623982588482572,1.0,10,0.34635340377532386,0.2,1.0313034376500574,0.5,0.366184332679861,0.1,300,1.1564864467483942,0.3
291,1,1.520863037442481,0.1,15,0.19973478044303924,0.05,0.9646305802688149,0.1,1.0115663121171308,0.01,300,0.09780610384922463,0.01
292,0,2.7894763669620093,1.0,10,0.8235504945982131,0.2,1.5890146719616507,0.5,0.5179781369804894,0.1,300,0.7435757038927143,0.3
293,0,2.6394697772128657,1.0,10,0.411513208872499,0.2,1.1888111349945856,0.5,0.37168458238565993,0.1,300,0.21523056193778656,0.3
294,0,3.2985198513139555,1.0,10,0.7753197685572599,0.2,0.7955049288434263,0.5,0.5578689802648548,0.1,300,0.3834241426525157,0.3
295,1,1.5757717654155179,0.1,15,0.2279251444311771,0.05,1.0928217850334336,0.1,1.003964751601879,0.01,300,0.09082812356896375,0.01
296,1,1.438857536419646,0.1,15,0.19788391687495782,0.05,0.8619885120024804,0.1,1.0041366874977518,0.01,300,0.10084762919054212,0.01
297,0,3.5347033378106465,1.0,10,0.7042986961238255,0.2,1.905945280692277,0.5,0.5554839436872172,0.1,300,0.3888042002884853,0.3
298,0,1.9006549295700932,1.0,10,0.5017074196101904,0.2,2.072700560141692,0.5,0.5490392417015637,0.1,300,0.4105446681294451,0.3
299,0,1.3364782765498744,1.0,10,0.7647631838756588,0.2,1.5553926482850338,0.5,0.5198571769242217,0.1,300,0.4349954896462055,0.3
300,1,1.413307018282024,0.1,15,0.16478580623089356,0.05,1.0449417656492679,0.1,0.9916519402069708,0.01,300,0.09870402043050622,0.01
301,1,1.5140180761807822,0.1,15,0.18798684592509463,0.05,0.7657245909036913,0.1,1.0091040880151585,0.01,300,0.09907877579153902,0.01
302,1,1.5633425956353741,0.1,15,0.16200182703664634,0.05,1.1510220113641025,0.1,0.999225823598281,0.01,300,0.07773883698092324,0.01
303,1,1.4382189257194795,0.1,15,0.23056930335699835,0.05,0.9654043218923084,0.1,1.0117975916076571,0.01,300,0.08886358389337073,0.01
304,1,1.4676759372535753,0.1,15,0.2666835723185625,0.05,1.1152073826001634,0.1,1.0035729615386482,0.01,300,0.09986108507862342,0.01
305,0,2.1850121835834053,1.0,10,0.5453842585050414,0.2,1.523860432073683,0.5,0.4877321615490877,0.1,300,0.29541445027086255,0.3
306,1,1.6574249930359772,0.1,15,0.24013386231226758,0.05,0.9900075048252096,0.1,0.99962433335928,0.01,300,0.09940338660176859,0.01
307,0,1.7745496029183048,1.0,10,0.656072220651484,0.2,1.3836190795558558,0.5,0.6330841822774207,0.1,300,0.6621691751788884,0.3
308,0,5.541343348095382,1.0,10,0.8663053860041151,0.2,0.9068470853831584,0.5,0.590629563972627,0.1,300,0.3470457502520204,0.3
309,0,1.1078577744987,1.0,10,0.417426610446065,0.2,1.3296651403521085,0.5,0.39957584245240957,0.1,300,1.073174152229938,0.3
310,1,1.5058405307777682,0.1,15,0.2290676691498635,0.05,1.077228375364553,0.1,1.006881877403215,0.01,300,0.10569083548751215,0.01
311,0,5.405676241647448,1.0,10,0.8414483421966139,0.2,1.3039796149619693,0.5,0.4385728763691311,0.1,300,0.6127253009706843,0.3
312,1,1.4907689648398121,0.1,15,0.11491566506296,0.05,0.8078039275024245,0.1,0.9969300382880686,0.01,300,0.08734674711433144,0.01
313,1,1.456803823052669,0.1,15,0.1062968206845951,0.05,0.909391116522479,0.1,1.0152126393602152,0.01,300,0.10059250042815342,0.01
314,0,2.9064176236928523,1.0,10,0.48683684344248945,0.2,1.5628596805464603,0.5,0.5440944411298403,0.1,300,0.23342699359690566,0.3
315,0,1.453131924817715,1.0,10,0.8203206914899631,0.2,1.3008163590728865,0.5,0.41673775508027155,0.1,300,1.195670390747889,0.3
316,1,1.4987204594329837,0.1,15,0.2035472903668355,0.05,1.010761880245808,0.1,0.9970614787852865,0.01,300,0.10629053451136009,0.01
317,0,1.7961157313623342,1.0,10,0.37799368357052804,0.2,1.4802150365928632,0.5,0.4748207779598352,0.1,300,0.6097537778228358,0.3
318,1,1.518589129574148,0.1,15,0.25156264987674937,0.05,0.9923396586801935,0.1,0.9766396480150205,0.01,300,0.11260405654018606,0.01
319,0,1.0436854994237823,1.0,10,0.7363779762274277,0.2,1.6876050077839815,0.5,0.30224261243410633,0.1,300,0.9258366719889637,0.3
320,0,1.5567543851163472,1.0,10,0.6044415949976,0.2,0.9961316433796688,0.5,0.5699509934370912,0.1,300,0.10345813290367223,0.3
321,0,1.055145235378455,1.0,10,0.14807085036340062,0.2,0.5155434043172892,0.5,0.4688530941865982,0.1,300,0.44507377004769494,0.3
322,1,1.4178658395698231,0.1,15,0.07630044611735715,0.05,0.9731649461214504,0.1,0.9907468589973774,0.01,300,0.10019849050903727,0.01
323,0,2.3937565776148055,1.0,10,0.15419722295714294,0.2,1.1620178287653493,0.5,0.49958693222393824,0.1,300,0.9795692235370992,0.3
324,0,3.5077315379969605,1.0,10,0.4225074582258308,0.2,1.436119591954087,0.5,0.5501063282043751,0.1,300,0.6090493391644065,0.3
325,1,1.5769039281323765,0.1,15,0.11616877564439093,0.05,0.9729082327304378,0.1,1.0100436651606022,0.01,300,0.10265699855070237,0.01
326,0,1.8486711034696268,1.0,10,0.1071989838552615,0.2,1.431329252642212,0.5,0.5118064912464875,0.1,300,1.2123006845711861,0.3
327,0,1.180118606788022,1.0,10,0.10285976066231584,0.2,1.923783954838985,0.5,0.5008446152175783,0.1,300,0.8516575797051364,0.3
328,0,1.820320851351843,1.0,10,0.5453200587588958,0.2,2.3207124602029108,0.5,0.6069507902501221,0.1,300,0.49932715231534536,0.3
329,1,1.5630716211128182,0.1,15,0.2152590521012543,0.05,0.9812927243123497,0.1,0.9961561649013673,0.01,300,0.08620417310098251,0.01
330,0,1.6581065955580596,1.0,10,0.2698372015829857,0.2,0.9726391641603729,0.5,0.5562919061863183,0.1,300,1.0577432322726088,0.3
331,1,1.6118630256399216,0.1,15,0.19873047025379229,0.05,1.0410886482776873,0.1,1.0028152855082397,0.01,300,0.1172637226703399,0.01
332,0,3.153475398538754,1.0,10,0.6838375296927661,0.2,1.1335764210215098,0.5,0.5175986832658085,0.1,300,0.8551011536013979,0.3
333,1,1.597019443175823,0.1,15,0.2063081670948304,0.05,1.0291015185370216,0.1,1.004624804974573,0.01,300,0.0986708818463666,0.01
334,0,0.05339546909312953,1.0,10,0.5247680946836093,0.2,1.7784658457629794,0.5,0.617593703770796,0.1,300,0.9178988429753898,0.3
335,0,0.26366527888948044,1.0,10,0.5814665685271613,0.2,2.033607847225174,0.5,0.5707152722320662,0.1,300,1.1168802463337006,0.3
336,0,3.04484625649681,1.0,10,0.4770896245576056,0.2,1.2800245402423935,0.5,0.4184100428777267,0.1,300,0.7566596487397659,0.3
337,0,0.6817712834142255,1.0,10,0.5823012601911989,0.2,1.6793259613765397,0.5,0.6068717975048548,0.1,300,1.0616671465510064,0.3
338,0,2.6581067110182,1.0,10,0.7002840539528631,0.2,2.0774005841975023,0.5,0.5137865265325455,0.1,300,1.052386905866273,0.3
339,1,1.4201583964956737,0.1,15,0.24197125689655524,0.05,1.0523889511290132,0.1,0.9913740966285629,0.01,300,0.09604544652733539,0.01
340,0,1.7382500710646909,1.0,10,0.6132719651731017,0.2,2.4299599222102213,0.5,0.592255604715901,0.1,300,0.5612525485763992,0.3
341,0,2.9372596164638454,1.0,10,0.6806935661618633,0.2,0.6974973729370755,0.5,0.32914949367126956,0.1,300,0.6778420490413848,0.3
342,0,0.8581438182535823,1.0,10,0.1842398638757094,0.2,2.043132269984567,0.5,0.43162399706718946,0.1,300,0.3547231517427198,0.3
343,0,1.837244487439132,1.0,10,0.6084263550330963,0.2,2.133320065122352,0.5,0.5836197330115312,0.1,300,0.8968460698229344,0.3
344,0,2.3366649236656043,1.0,10,0.3334784398497944,0.2,1.111086617516442,0.5,0.568265744942971,0.1,300,1.0316296264282492,0.3
345,0,4.596308403526604,1.0,10,0.7046839659129849,0.2,1.2287274603679441,0.5,0.42444291470823226,0.1,300,0.40981237454835895,0.3
346,0,1.524770380783778,1.0,10,0.3364845354552598,0.2,1.8062606242181771,0.5,0.6800141942308614,0.1,300,0.8705576397513102,0.3
347,0,1.3351870928361351,1.0,10,0.4123454134302151,0.2,1.932620005660663,0.5,0.44460523948612163,0.1,300,0.6397299639517191,0.3
348,0,3.2837266802856053,1.0,10,0.2471780530793145,0.2,1.8607056555466954,0.5,0.5402379161797286,0.1,300,1.4505361517363817,0.3
349,1,1.5326477808459094,0.1,15,0.18603443559902894,0.05,0.9552069119320025,0.1,0.9896419857779117,0.01,300,0.11333979097333934,0.01
350,1,1.7225349408124684,0.1,15,0.1867448196800577,0.05,0.9214713140868561,0.1,1.0109612699985235,0.01,300,0.09329276789275481,0.01
351,0,1.6450508262362384,1.0,10,0.33435094385311714,0.2,1.2465110391989316,0.5,0.5493383210203787,0.1,300,0.8002348780041484,0.3
352,0,2.065354583159908,1.0,10,0.554902834933514,0.2,1.789170284961764,0.5,0.5289617810659462,0.1,300,1.2047334467788096,0.3
353,1,1.545782974269312,0.1,15,0.15634807386531077,0.05,0.79122188195071,0.1,0.9827275649999724,0.01,300,0.10395393415594334,0.01
354,1,1.4689595994443636,0.1,15,0.2615642767913615,0.05,1.03842995524337,0.1,1.0055919970914855,0.01,300,0.09843759838123092,0.01
355,1,1.3513701315229196,0.1,15,0.20121812418417329,0.05,0.9932185778728506,0.1,1.0190614755011176,0.01,300,0.09399705952187398,0.01
356,1,1.3979734767766616,0.1,15,0.22268977462769576,0.05,1.0024579200644195,0.1,1.0039479667325546,0.01,300,0.09898578379051409,0.01
357,1,1.5609680630519478,0.1,15,0.24852381023356482,0.05,1.0326100473221431,0.1,0.994975398072953,0.01,300,0.10034591864046716,0.01
358,1,1.3815925824603141,0.1,15,0.15064277827869837,0.05,0.9656633825062451,0.1,1.0045957072977452,0.01,300,0.09420987698530886,0.01
359,1,1.4673315303042587,0.1,15,0.21261651675296714,0.05,1.038434718743195,0.1,0.9928560975712737,0.01,300,0.1105761455457688,0.01
360,0,2.679282000138559,1.0,10,0.7010433621676537,0.2,2.4707435467351972,0.5,0.5245504337869693,0.1,300,1.0707219862559298,0.3
361,1,1.4751511986896553,0.1,15,0.25336782855209766,0.05,0.9868326859430572,0.1,1.0076856896028537,0.01,300,0.10145570930665036,0.01
362,0,2.2053537379988386,1.0,10,0.07754493094432013,0.2,1.7764153467922368,0.5,0.42000759979513136,0.1,300,0.7384631736492152,0.3
363,0,2.7745635954713617,1.0,10,0.7705556951502579,0.2,1.5752376041943839,0.5,0.47719835457004867,0.1,300,1.123197467622397,0.3
364,1,1.4138378571001133,0.1,15,0.14311962141130047,0.05,0.8811553575927609,0.1,0.9948553283385289,0.01,300,0.10093554844265135,0.01
365,1,1.6907628664130172,0.1,15,0.15895346194728174,0.05,0.8039070385632286,0.1,0.9812275687879994,0.01,300,0.11349221956747235,0.01
366,1,1.4590372318915603,0.1,15,0.11990631294161076,0.05,1.0685164242659146,0.1,0.9977681585480268,0.01,300,0.08237166258794681,0.01
367,0,4.223181202015892,1.0,10,0.6148887039230553,0.2,1.9005086786545635,0.5,0.42845243902435814,0.1,300,0.3917817689671357,0.3
368,0,2.3040856349639776,1.0,10,0.562129368652649,0.2,0.6037550530357386,0.5,0.44176338082055994,0.1,300,0.7878409313922669,0.3
369,0,1.8869299336177576,1.0,10,0.2725981139390301,0.2,1.1849730638605596,0.5,0.5723161384706411,0.1,300,0.7701549395223343,0.3
370,1,1.5112469858079156,0.1,15,0.2067410692303916,0.05,1.1944920648956212,0.1,0.9983799345938423,0.01,300,0.095663581381484,0.01
371,1,1.3649089715251108,0.1,15,0.2539088864653921,0.05,0.944802117135566,0.1,0.9970650030316918,0.01,300,0.09761844585788397,0.01
372,1,1.4923988600181384,0.1,15,0.19073234882285717,0.05,0.9382355502087705,0.1,1.0125812761755488,0.01,300,0.10736683187018624,0.01
373,0,2.5727742245123157,1.0,10,0.1953537520497715,0.2,1.5292214085111138,0.5,0.5662533770420098,0.1,300,0.9546217830176231,0.3
374,0,2.224657278247619,1.0,10,0.4187197855868336,0.2,2.0579340966106274,0.5,0.34437057623691514,0.1,300,0.8426610035185491,0.3
375,1,1.4698050134829785,0.1,15,0.2785296414448672,0.05,1.182931024909474,0.1,0.9901431223853158,0.01,300,0.10305454083035094,0.01
376,1,1.3535027349521402,0.1,15,0.16371539666496987,0.05,0.939743573041937,0.1,1.0199213447092381,0.01,300,0.09619360748885676,0.01
377,0,2.411258655475803,1.0,10,0.6565937033664417,0.2,2.581383368445117,0.5,0.5001762607746028,0.1,300,0.3628240357244921,0.3
378,0,2.1653088496729813,1.0,10,0.10362786389671697,0.2,1.8845791626160753,0.5,0.4851184320679693,0.1,300,0.9102337244929822,0.3
379,0,3.120860935180273,1.0,10,0.6551560726851364,0.2,2.427266281834939,0.5,0.5061972801847927,0.1,300,1.4552918176398077,0.3
380,1,1.4074096670044756,0.1,15,0.1978063609314738,0.05,0.9142469118320218,0.1,1.0170928566038457,0.01,300,0.09914585798755887,0.01
